loss,mean_q_value,episode_rewards,steps
0.0,0.01681574345672328,378.0,813
0.0,0.016666920465892864,441.0,1635
0.0,0.016173500867007532,273.0,2139
0.0,0.01540914233982867,336.0,2833
0.0,0.015992227354943937,168.0,3303
0.0,0.016173147150046113,336.0,4009
0.0,0.017599102146458875,357.0,4730
0.0,0.017889782160436792,315.0,5570
0.0,0.01667401290199033,273.0,6298
0.0,0.01650651451378651,546.0,7343
0.0,0.01551542979368258,315.0,8054
0.0,0.017863608819106487,378.0,8834
0.0,0.016345042911337468,336.0,9594
0.0,0.016161227481089533,210.0,10285
0.0,0.016954206716280118,399.0,11125
0.0,0.017364018965702124,420.0,11762
0.0,0.016027776426456773,399.0,12472
0.0,0.016992264807316096,252.0,13186
0.0,0.018003172708230434,336.0,13920
0.0,0.015633335408371547,252.0,14641
0.0,0.017181085937420574,441.0,15634
0.0,0.01626146441753217,336.0,16352
0.0,0.01520262248342497,609.0,17253
0.0,0.016406454601043403,252.0,17942
0.0,0.016210766542597194,483.0,18727
0.0,0.01642096192421484,567.0,19632
0.0,0.01692312380069332,357.0,20384
0.0,0.01803900499252346,420.0,21160
0.0,0.01739787520639091,210.0,21961
0.0,0.017479305481237103,399.0,22719
0.0,0.015533471414183268,420.0,23577
0.0,0.017031803847609536,420.0,24369
0.0,0.0159250108268625,399.0,25216
0.0,0.01623934804149055,273.0,26093
0.0,0.0172940562276951,378.0,26746
0.0,0.01643125868053919,441.0,27572
0.0,0.017318330069817988,399.0,28481
0.0,0.01628737187074727,336.0,29219
0.0,0.016487993933672052,399.0,30098
0.0,0.016530650282753308,210.0,30853
0.0,0.015638498633060844,315.0,31701
0.0,0.016243855036226787,294.0,32401
0.0,0.017627576682018486,273.0,32958
0.0,0.017020375029682115,336.0,33684
0.0,0.015549647291831135,273.0,34509
0.0,0.016802402842179594,315.0,35202
0.0,0.017034511563685087,483.0,36054
0.0,0.018113996059486884,189.0,36456
0.0,0.016961795258542266,546.0,37406
0.0,0.017200586919897298,399.0,38281
0.0,0.017156257449681543,189.0,38791
0.0,0.01610323693662849,378.0,39595
0.0,0.016890235907206206,399.0,40347
0.0,0.016154781949025063,315.0,40927
0.0,0.01642856792130317,378.0,41748
0.0,0.017014154223348024,210.0,42198
0.0,0.016744946915597487,441.0,43122
0.0,0.01617824772923842,378.0,43775
0.0,0.017168223521934284,315.0,44689
0.0,0.01703718303434984,210.0,45409
0.0,0.01652661166867635,294.0,46069
0.0,0.016508158834034697,252.0,46629
0.0,0.015423740300695207,420.0,47318
0.0,0.016882363307668832,294.0,47943
0.0,0.017729597082055824,210.0,48471
0.0,0.01541883179564334,231.0,49097
0.0,0.017456105079095258,378.0,49722
0.0,0.017426935328928875,420.0,50541
0.0,0.0194260580044675,189.0,51043
0.0,0.017733380760739076,420.0,51859
0.0,0.01756373094947341,231.0,52325
0.0,0.016653345077216688,420.0,53269
0.0,0.017840673395857935,378.0,54030
0.0,0.017220432316405566,357.0,54719
0.0,0.016758734001263154,189.0,55373
0.0,0.01815195638723541,546.0,56386
0.0,0.01790561286594395,483.0,57260
0.0,0.01712915175611148,252.0,57855
0.0,0.017557606740052883,420.0,58545
0.0,0.01641585799132494,294.0,59160
0.0,0.017311624617166108,378.0,59912
0.0,0.015907333932816098,420.0,60639
0.0,0.016261894788393197,210.0,61188
0.0,0.015981309027917164,294.0,61966
0.0,0.01662057962230332,252.0,62574
0.0,0.016891996696791554,483.0,63603
0.0,0.016372917334927035,315.0,64358
0.0,0.017204962808181793,357.0,65170
0.0,0.01593238118490434,231.0,65725
0.0,0.015349844454491635,189.0,66547
0.0,0.01690874801851523,420.0,67476
0.0,0.016971324396351406,294.0,67944
0.0,0.017279174020200887,378.0,68805
0.0,0.016045554859835345,357.0,69634
0.0,0.017214546409944385,315.0,70363
0.0,0.016625318952861182,399.0,71254
0.0,0.01690753348564705,441.0,72127
0.0,0.01722534210214993,462.0,73031
0.0,0.015914724635581044,399.0,73714
0.0,0.0170815300205753,357.0,74471
0.0,0.016683383955258122,462.0,75353
0.0,0.018089026944457735,504.0,76308
0.0,0.016147386804732378,420.0,76998
0.0,0.01623132878027308,483.0,77993
0.0,0.016991866217892417,84.0,78425
0.0,0.01747261152935259,189.0,78899
0.0,0.01625536364822329,252.0,79489
0.2506905278367094,0.026779081444107778,336.0,80191
0.9174307847724241,0.041690416182481226,126.0,80875
0.8980724179909021,0.048752337022818934,231.0,81532
0.879420935074029,0.0479710023358066,315.0,82228
0.8656426391687738,0.05055463236492935,273.0,82896
0.8485114188480626,0.057238773748585006,399.0,84049
0.8282584376919204,0.0521268778406258,441.0,85694
0.8198797713185466,0.04046825553702314,336.0,86386
0.8126766778726493,0.04465514999640224,273.0,86955
0.810761756435783,0.0345869014503657,294.0,87538
0.8025091367265198,0.04821692882011299,399.0,88194
0.7978661375779372,0.05147358152298973,357.0,88848
0.7890664129791891,0.05414801249982488,399.0,89532
0.795233566606411,0.04696592109528356,294.0,90122
0.7939831885080489,0.09714372536215547,378.0,90756
0.7997345322094335,0.08969956022555528,378.0,91429
0.7909883168448015,0.11029257858544478,441.0,92066
0.790629851144954,0.10913227021671176,441.0,92619
0.7875266740817835,0.11207029746556055,399.0,93128
0.7910986568450927,0.11317159091178328,462.0,93757
0.7806765115149668,0.12390198851783246,315.0,94296
0.7814577871135303,0.10173291813567803,441.0,94972
0.7825056065088031,0.09767823440595476,252.0,95411
0.7802335771625649,0.11743365915090673,378.0,95914
0.7780379323455376,0.11837772715849068,273.0,96410
0.7723359783606348,0.09737627791586494,420.0,97100
0.780238656526983,0.09363112513688554,231.0,97570
0.7710154248748311,0.1228094692564312,399.0,98095
0.7760058953147052,0.12307010306511897,378.0,98665
0.7604002077711953,0.09129590168662145,483.0,99344
0.7720564520117273,0.1143306019200995,441.0,99989
0.7616808053330624,0.19365049957101976,504.0,100640
0.7668877644972367,0.20270231480173992,504.0,101304
0.7676816057032487,0.19455171944931018,336.0,101816
0.7671966137852857,0.20187253508296943,378.0,102251
0.7639712728489549,0.20376016628262342,357.0,102784
0.7743722761520232,0.15928817104378884,378.0,103283
0.7657460417066302,0.17943569518892227,210.0,103742
0.7593400266178217,0.17064121873168844,273.0,104364
0.7670856005436665,0.14668705086240824,462.0,105034
0.7635751008181959,0.1691843983932592,357.0,105630
0.7624918481577998,0.17173809318724936,399.0,106255
0.7678438469079825,0.17460888418691936,462.0,106909
0.7660352041117878,0.17166254460641098,336.0,107395
0.7730244366042817,0.17177735257897978,336.0,107845
