loss,mean_q_value,episode_rewards,steps
0.0,0.018454833668941746,2.0,200
0.0,0.018385774842821636,2.0,400
0.0,0.01704448301655551,0.0,525
0.0,0.019045573090895627,2.0,725
0.0,0.017689156516765555,0.0,850
0.0,0.018477376371826212,4.0,1147
0.0,0.01766922657067577,0.0,1272
0.0,0.014357044671972593,0.0,1397
0.0,0.017420319694673083,3.0,1645
0.0,0.01644022688269615,2.0,1845
0.0,0.01856960951055519,3.0,2093
0.0,0.018592986665328836,3.0,2341
0.0,0.016778841599201164,0.0,2466
0.0,0.015332403837046663,3.0,2715
0.0,0.014679784374311566,0.0,2840
0.0,0.017771449274359606,2.0,3040
0.0,0.014761799077192942,0.0,3165
0.0,0.018694708343499747,2.0,3365
0.0,0.016928807038951804,3.0,3613
0.0,0.018084529558053383,2.0,3813
0.0,0.015845458410107174,2.0,4013
0.0,0.020972512227793536,0.0,4138
0.0,0.01992765466372172,2.0,4338
0.0,0.01900598436402969,2.0,4538
0.0,0.016431719933946928,2.0,4738
0.0,0.01734876654919528,3.0,4986
0.0,0.019165440074478585,0.0,5111
0.0,0.020345450345522317,2.0,5311
0.0,0.019000888170597897,4.0,5608
0.0,0.017320072945828238,0.0,5733
0.0,0.016865061626571122,3.0,5982
0.0,0.02071974028188449,2.0,6182
0.0,0.015950048077655467,2.0,6377
0.0,0.01744575569889462,5.0,6725
0.0,0.01675351217021177,3.0,6973
0.0,0.02053845700186988,0.0,7098
0.0,0.01820896778924343,2.0,7298
0.0,0.01806382247756538,3.0,7546
0.0,0.015969564905390143,0.0,7671
0.0,0.01569998183598121,0.0,7796
0.0,0.01562463665046753,2.0,7996
0.0,0.01876052771376012,4.0,8293
0.0,0.022084782598540187,0.0,8418
0.0,0.01777371872624714,4.0,8715
0.0,0.016645021912921602,3.0,8963
0.0,0.016427826151872674,0.0,9088
0.0,0.017788498382632134,3.0,9336
0.0,0.01756892467507855,3.0,9584
0.0,0.020871923491358756,0.0,9709
0.0,0.016590986492825144,3.0,9957
0.0,0.017053220611920612,3.0,10206
0.0,0.019064100573842342,2.0,10406
0.0,0.01756639566559058,2.0,10606
0.0,0.017859357920212624,2.0,10806
0.0,0.01795174822402306,2.0,11006
0.0,0.017679039749159735,3.0,11254
0.0,0.018765425371627013,0.0,11379
0.0,0.01835389521849506,5.0,11724
0.0,0.019810186699032784,0.0,11849
0.0,0.019889531874408325,0.0,11974
0.0,0.016520888027217653,3.0,12222
0.0,0.015634547290488035,3.0,12470
0.0,0.017085738572073572,3.0,12718
0.0,0.01746882018633187,0.0,12843
0.0,0.017307532970339823,2.0,13043
0.0,0.022199497995615908,0.0,13180
0.0,0.019687361730462757,3.0,13427
0.0,0.019106714761792085,2.0,13627
0.0,0.01844972961509424,3.0,13875
0.0,0.0161019965561697,3.0,14123
0.0,0.01657898530159911,4.0,14420
0.0,0.017915827236496484,2.0,14620
0.0,0.018802604772181177,3.0,14868
0.0,0.01933974485175732,2.0,15068
0.0,0.01652258404926078,4.0,15365
0.0,0.017783547269228178,2.0,15565
0.0,0.015818457521590185,3.0,15813
0.0,0.01741501004076921,2.0,16013
0.0,0.018855796795185297,4.0,16310
0.0,0.016299385079201846,3.0,16558
0.0,0.017281440381581584,0.0,16683
0.0,0.016055503478034947,2.0,16883
0.0,0.016939325180525582,0.0,17008
0.0,0.015851187276152465,2.0,17208
0.0,0.018516626839454358,2.0,17408
0.0,0.014299623621627688,0.0,17533
0.0,0.01954368551725468,3.0,17781
0.0,0.015781947997985064,3.0,18029
0.0,0.019194252773690124,3.0,18277
0.0,0.016841737878246187,2.0,18477
0.0,0.017385145587225755,0.0,18602
0.0,0.016544368350878358,0.0,18727
0.0,0.016725662159614074,2.0,18927
0.0,0.016821710627247282,4.0,19226
0.0,0.01762998940733572,0.0,19351
0.0,0.018955187087444817,4.0,19648
0.0,0.017175430718522806,2.0,19848
0.0,0.017752754189431258,4.0,20145
0.0,0.01966351093541758,3.0,20456
0.0,0.018172819228697217,3.0,20704
0.0,0.01856925153794388,0.0,20829
0.0,0.017417874280363323,0.0,20954
0.0,0.020039736756529564,2.0,21154
0.0,0.019675822135729666,2.0,21354
0.0,0.017885487698591673,2.0,21554
0.0,0.019317944252338164,2.0,21754
0.0,0.0182765749307015,2.0,21954
0.0,0.020225091717946224,2.0,22154
0.0,0.016587733756750822,0.0,22279
0.0,0.01884084197764213,2.0,22479
0.0,0.018305230586958012,4.0,22777
0.0,0.0162283350228753,4.0,23074
0.0,0.017151392797015823,3.0,23322
0.0,0.01510211048118862,3.0,23570
0.0,0.018406999406094353,0.0,23695
0.0,0.015757367343137988,3.0,23944
0.0,0.019508423436372005,3.0,24193
0.0,0.019468866024787226,0.0,24318
0.0,0.014855751565967997,0.0,24443
0.0,0.01814198106098077,3.0,24691
0.0,0.017185344624643526,0.0,24816
0.0,0.018097599739065537,2.0,25016
0.0,0.016408591134808,2.0,25216
0.0,0.015689053089480917,0.0,25433
0.0,0.016525044473700033,2.0,25633
0.0,0.017982789329611337,2.0,25833
0.0,0.018342837930107728,2.0,26033
0.0,0.020031249849125743,0.0,26158
0.0,0.016956196120008826,0.0,26283
0.0,0.01841778074364358,3.0,26531
0.0,0.017534316505914853,3.0,26779
0.0,0.017549549711820406,2.0,26979
0.0,0.016265222787236175,0.0,27104
0.0,0.017437773147298965,3.0,27352
0.0,0.017397065919061257,3.0,27600
0.0,0.020025380643514487,2.0,27800
0.0,0.01660548634827137,0.0,27925
0.0,0.01732358846762409,4.0,28222
0.0,0.0204122091915148,2.0,28419
0.0,0.01793641652222033,3.0,28667
0.0,0.0160690743320932,0.0,28792
0.0,0.018415027125566093,3.0,29040
0.0,0.014786698079357544,0.0,29165
0.0,0.017367193752374405,2.0,29365
0.0,0.017768679885193706,0.0,29490
0.0,0.0169822346419096,2.0,29690
0.0,0.01940887924761344,2.0,29890
0.0,0.01662606969475746,2.0,30090
0.0,0.01825219808230675,3.0,30338
0.0,0.016803039314508928,3.0,30586
0.0,0.019155542925000192,2.0,30786
0.0,0.017290470156914147,2.0,30986
0.0,0.018012032254288594,0.0,31111
0.0,0.0151710355702119,2.0,31311
0.0,0.016127585107460617,0.0,31436
0.0,0.015495233142223114,2.0,31636
0.0,0.01733352525213373,3.0,31884
0.0,0.01829118431569674,2.0,32084
0.0,0.016870081157256394,2.0,32284
0.0,0.016560965590178965,0.0,32409
0.0,0.01853330898552369,2.0,32609
0.0,0.01752886968223672,2.0,32804
0.0,0.018951662429250202,2.0,33004
0.0,0.01778318703485032,0.0,33129
0.0,0.019585483416150778,2.0,33329
0.0,0.017510137256855764,0.0,33454
0.0,0.017810956745718916,0.0,33579
0.0,0.016321594968683434,3.0,33827
0.0,0.01649038511263245,3.0,34075
0.0,0.015836532891560822,2.0,34275
0.0,0.018832527484300206,3.0,34523
0.0,0.017286121188739283,3.0,34772
0.0,0.01747759066736747,3.0,35020
0.0,0.018967571012951708,3.0,35268
0.0,0.02077678940617121,2.0,35468
0.0,0.01780509647841637,2.0,35668
0.0,0.01914322261388103,0.0,35793
0.0,0.01605590544641018,0.0,35918
0.0,0.017847287272795654,2.0,36118
