loss,mean_q_value,episode_rewards,steps
0.0,0.5762315622623299,210.0,527
0.0,0.39384941121489137,210.0,1435
0.0,0.2682984794765203,462.0,2319
0.0,0.33798477344890604,252.0,3099
0.0,0.43779065000800277,420.0,3906
0.0,0.4259158806332077,231.0,4606
0.0,0.513891551296155,189.0,5130
0.0,0.0983293732382395,231.0,5922
0.0,0.3400333614318051,336.0,6754
0.0,0.26475385355032494,189.0,7417
0.0,0.2961947439719424,147.0,7998
0.0,0.544287435434588,189.0,8657
0.0,0.18160916754841147,273.0,9105
0.0,0.24707924920229235,357.0,9962
0.0,0.34366171591043954,420.0,10586
0.0,0.3107322406861931,168.0,10990
0.0,0.3101190179286199,399.0,11692
0.0,0.49575341511718585,399.0,12438
0.0,-0.08779044013489092,315.0,13140
0.0,0.4185318536854177,357.0,13803
0.0,0.22435952029237993,357.0,14500
0.0,0.4706830108272178,210.0,15092
0.0,0.17309128629082818,231.0,15715
0.0,0.09106225495379937,168.0,16114
0.0,0.341787032107865,315.0,16667
0.0,0.4834755026185123,168.0,17172
0.0,0.021567535897769406,126.0,17637
0.0,0.42118632655934246,336.0,18327
0.0,0.3729435589257509,378.0,19112
0.0,0.19785377978298224,336.0,19876
0.0,0.26337483284513435,483.0,20878
0.0,0.36585876014942187,420.0,21650
0.0,0.42892381929939155,336.0,22473
0.0,0.24968577750723725,357.0,23195
0.0,0.49036601431426596,210.0,23894
0.0,0.4724187437484317,210.0,24560
0.0,0.2560710410074086,231.0,25237
0.0,0.578868388094211,420.0,26007
0.0,0.28843757430325456,189.0,26632
0.0,0.3311437055731268,210.0,27275
0.0,0.6196631310962005,189.0,27773
0.0,0.5355513949663854,189.0,28328
0.0,0.3416185285114441,252.0,29035
0.0,0.2500263235023042,315.0,29634
0.0,0.27245850905596875,252.0,30345
0.0,0.4394301183968826,294.0,31201
0.0,0.19715267950489831,231.0,31920
0.0,0.3350188480375407,210.0,32723
0.0,0.46247930706376233,294.0,33509
0.0,0.037690929288018336,168.0,34010
0.0,0.2973730436356792,231.0,34745
0.0,0.3050760469578925,168.0,35164
0.0,0.26780963933052077,189.0,35900
0.0,0.15788716013112697,252.0,36369
0.0,0.41815197148187944,252.0,37070
0.0,0.48272616243459116,336.0,37729
0.0,0.32647503945024137,189.0,38397
0.0,0.4165609841150581,189.0,39001
0.0,0.34023999083248896,357.0,39787
0.0,0.3577235110009105,378.0,40497
0.0,0.20362172960120054,336.0,41363
0.0,0.2484781065421511,189.0,42012
0.0,0.4263732414835521,189.0,42733
0.0,0.12894414592142167,189.0,43212
0.0,0.5089500135389252,168.0,43633
0.0,0.4090428384236437,189.0,44242
0.0,0.46385657358021565,315.0,44976
0.0,0.24799910186296667,105.0,45503
0.0,0.5381306681931638,399.0,46229
0.0,0.4015848141250222,168.0,46663
0.0,0.2524677771185491,210.0,47223
0.0,0.13699928559480673,357.0,48035
0.0,0.18835031425168589,189.0,48428
0.0,0.31643048017437686,210.0,49091
0.0,0.3056080855799729,273.0,49756
0.0,0.4647859638386635,378.0,50537
0.0,0.5064701951847091,189.0,51004
0.0,0.17522672379157797,231.0,51579
0.0,0.31137962491729215,231.0,52125
0.0,0.1982304763213611,189.0,52717
0.0,0.5024981363517615,399.0,53571
0.0,0.27264860849704176,399.0,54330
0.0,0.39410184080509075,336.0,55007
0.0,0.14531173061154795,252.0,55721
0.0,0.20655084623561035,315.0,56793
0.0,0.1119253825288412,273.0,57384
0.0,0.2283718350947474,273.0,58145
0.0,0.3712407020502724,273.0,58981
0.0,0.3093506843297485,315.0,59737
0.0,0.5542721363193842,294.0,60328
0.0,0.3001380323405777,168.0,60857
0.0,0.6985613090390113,252.0,61412
0.0,0.5552946300553491,273.0,62032
0.0,0.033833190407769914,126.0,62485
0.0,0.2708650593032488,378.0,63110
0.0,0.45618687209083153,168.0,63769
0.0,0.3993193410017818,210.0,64450
0.0,0.43058847602234657,378.0,65108
0.0,0.3399568494502578,336.0,65871
0.0,0.270002795627899,273.0,66629
0.0,0.4696768777208694,189.0,67311
0.0,0.23862107834517265,210.0,67746
0.0,0.435712023643214,252.0,68445
0.0,0.43297438371732183,294.0,69248
0.0,0.48950675776337876,357.0,69847
0.0,0.39878822735013936,273.0,70598
0.0,0.16455899731133802,210.0,71219
0.0,0.379923923471018,252.0,72049
0.0,0.49689003176516916,231.0,72661
0.0,0.30295957241809895,252.0,73308
0.0,0.266668928669515,378.0,74100
0.0,0.40018388585951736,252.0,74706
0.0,0.25027918889851136,294.0,75389
0.0,0.40686699515099634,336.0,76034
0.0,0.5072587322193518,378.0,76708
0.0,0.29666627294250897,315.0,77517
0.0,0.2878048246734038,273.0,78252
0.0,0.3990686540468712,462.0,79060
0.0,0.14521417096956796,231.0,79490
0.14258600473403932,0.13190150733059583,252.0,80054
0.7859056037681109,-2.969406080353974,273.0,80772
0.5220390866291268,-4.4340890497254035,378.0,81430
0.5008059822610803,-4.366737612947557,399.0,82055
0.4903817578522538,-4.372424381641255,441.0,82700
0.49658918787421447,-4.329283745875999,357.0,83173
0.4832503743247114,-4.336792079132764,357.0,83746
0.477952415936071,-4.227062085217821,189.0,84087
0.47833716537294946,-4.2381085127405305,210.0,84450
0.46662611435902746,-4.4824644721995455,441.0,85062
0.4673234835741914,-4.4795213925209865,504.0,85725
