loss,mean_q_value,episode_rewards,steps
0.0,0.0,2.0,195
0.0,0.0,1.0,348
0.0,0.0,1.0,497
0.0,0.0,3.0,744
0.0,5.023518605227757e-05,3.0,1015
0.0,0.0,1.0,1186
0.0,0.0,1.0,1357
0.0,8.504049570997429e-05,4.0,1673
0.0,0.0,2.0,1890
0.0,0.00011471434143082849,0.0,2011
0.0,0.00011422200144356133,0.0,2133
0.0,0.0,0.0,2258
0.0,8.038381214984163e-05,1.0,2430
0.0,6.153163584795865e-05,3.0,2655
0.0,0.00011151642538607121,0.0,2780
0.0,0.00011251349157343308,0.0,2905
0.0,0.00012687997418051622,2.0,3122
0.0,7.939097538058246e-05,1.0,3295
0.0,0.0,1.0,3466
0.0,0.0,0.0,3591
0.0,0.0,0.0,3716
0.0,0.0,1.0,3869
0.0,0.0,2.0,4055
0.0,0.0002225100373228391,0.0,4180
0.0,0.00011585518749880379,0.0,4301
0.0,0.0003528817017611704,0.0,4420
0.0,5.6327165414889656e-05,3.0,4665
0.0,0.00011190541554242372,0.0,4790
0.0,9.033952940356087e-05,1.0,4943
0.0,0.0,2.0,5145
0.0,0.00020526647925950012,3.0,5410
0.0,0.0,1.0,5584
0.0,0.0,0.0,5709
0.0,0.0003367807416610382,2.0,5913
0.0,0.00035996521772766436,1.0,6066
0.0,0.000222729976909856,0.0,6191
0.0,0.0002325766495075719,0.0,6312
0.0,0.0,0.0,6437
0.0,0.0001590050600781412,1.0,6609
0.0,0.0002582767515250757,6.0,6972
0.0,0.0,0.0,7097
0.0,5.401154950020775e-05,3.0,7350
0.0,0.0,0.0,7475
0.0,0.00022332345445950826,0.0,7600
0.0,0.0001130643067881465,0.0,7725
0.0,6.855743913314281e-05,2.0,7925
0.0,0.00011343834145615498,0.0,8050
0.0,0.00015766206493098584,4.0,8307
0.0,8.088874807752715e-05,1.0,8475
0.0,0.0,0.0,8595
0.0,0.00011237491853535175,0.0,8720
0.0,0.0,0.0,8845
0.0,0.0003245995851256043,1.0,9016
0.0,0.00015153591944412753,4.0,9285
0.0,4.580944994163677e-05,4.0,9581
0.0,0.00022602220221112172,0.0,9706
0.0,0.00036042868824941773,0.0,9823
0.0,0.00044704118433097997,0.0,9948
0.0,6.885562149971879e-05,2.0,10146
0.0,0.00022283098660409452,0.0,10271
0.0,0.00041941443155885366,2.0,10467
0.0,0.00013765368919452855,2.0,10665
0.0,7.874472342299286e-05,1.0,10839
0.0,0.0005599492617572347,0.0,10964
0.0,0.00022213258780539035,0.0,11089
0.0,0.00020471128514249815,0.0,11225
0.0,0.00022458792664110662,0.0,11350
0.0,0.0003351154349123438,0.0,11475
0.0,0.00010073635106285413,0.0,11612
0.0,0.00011188145726919174,0.0,11737
0.0,0.00022284466152389844,0.0,11862
0.0,0.00023936956477839323,1.0,12035
0.0,0.00015980430457386232,1.0,12208
0.0,0.0002898083534091711,1.0,12353
0.0,0.00017955636964785143,3.0,12581
0.0,0.0004487646200383703,0.0,12706
0.0,0.000256209193657224,3.0,12971
0.0,0.00023738272111153318,1.0,13144
0.0,0.0001794704349359145,1.0,13297
0.0,0.00037801206070050766,2.0,13480
0.0,0.00041422472556227263,2.0,13679
0.0,0.00045153071336886464,0.0,13803
0.0,0.00037500838543607593,2.0,14021
0.0,0.00027337029514979923,3.0,14269
0.0,0.00023419064853121252,1.0,14444
0.0,0.0001578566634796075,1.0,14618
0.0,0.0001947667002312693,3.0,14827
0.0,0.00027588333602975175,2.0,15023
0.0,0.000535851859798034,1.0,15178
0.0,0.0005503991762032876,2.0,15378
0.0,0.0005370816263148022,2.0,15580
0.0,0.0003226631915712931,1.0,15751
0.0,0.00016105939712689584,1.0,15922
0.0,0.0005965106626296177,2.0,16106
0.0,0.0004749915504962513,2.0,16305
0.0,0.0005571861130495866,0.0,16430
0.0,0.0004464189677188794,0.0,16555
0.0,0.0003358965429166953,0.0,16680
0.0,0.0003414000981511214,2.0,16880
0.0,0.00044869661796838046,0.0,17005
0.0,0.00011076337347428004,0.0,17130
0.0,0.0003446502438218323,2.0,17329
0.0,0.00044690084954102837,0.0,17454
0.0,0.0003334487865989407,0.0,17579
0.0,0.0005031344802968157,1.0,17743
0.0,0.0003357162699103355,0.0,17868
0.0,0.0003606726516138863,1.0,18021
0.0,0.0004273842100818188,1.0,18182
0.0,0.0002242392161861062,0.0,18307
0.0,0.00033738423759738603,0.0,18432
0.0,0.0006236148988490277,2.0,18630
0.0,0.000564496751021908,1.0,18801
0.0,0.0006152376887801382,2.0,19000
0.0,0.00038777855655350605,3.0,19243
0.0,0.0004462582990527153,0.0,19368
0.0,0.00031506008784866555,2.0,19585
0.0,0.0009556018492632917,3.0,19813
0.0,0.0006198688679057913,2.0,20012
0.0,0.0007810828043147922,0.0,20137
0.0,0.000669135075683395,0.0,20262
0.0,0.0003681732437990863,4.0,20557
0.0,0.00046866384677981073,0.0,20676
0.0,0.0006195223006682519,2.0,20876
0.0,0.0005436517122025425,1.0,21029
0.0,0.0004640280126800968,1.0,21178
0.0,0.0003440501486771127,0.0,21300
0.0,0.0006685255871464808,0.0,21425
0.0,0.0006250397249986635,2.0,21644
0.0,0.0004479498292009036,0.0,21769
0.0,0.0005404495402870562,1.0,21923
0.0,0.00045222802263860767,1.0,22076
0.0,0.0005424683622550219,4.0,22401
0.0,0.0002222250293319424,0.0,22526
0.0,0.0002222309277082483,0.0,22651
0.0,0.00045873352891614294,0.0,22773
0.0,0.0002719937207026256,1.0,22926
0.0,0.0003357684084524711,0.0,23051
0.0,0.0003222098719038649,1.0,23223
0.0,0.0006197565235197544,2.0,23444
0.0,0.0007725269658424493,3.0,23673
0.0,0.0006799953958006943,4.0,23972
0.0,0.0005592300323769451,0.0,24097
0.0,0.0008878975055920772,2.0,24297
0.0,0.001044586902568615,3.0,24545
0.0,0.0004555650797309512,0.0,24668
0.0,0.0005598174161221608,1.0,24839
0.0,0.0005489159375429153,2.0,25039
0.0,0.00033533170353621243,0.0,25164
0.0,0.0007828407843286793,0.0,25289
0.0,0.000646233581096293,1.0,25460
0.0,0.0007850772157932322,0.0,25585
0.0,0.00011145633179694414,0.0,25710
0.0,0.0008966619533866477,2.0,25894
0.0,0.0010054636979475618,0.0,26019
0.0,0.0006425788188465388,1.0,26190
0.0,0.0007824570095787446,0.0,26315
0.0,0.0005171382771860697,5.0,26654
0.0,0.0005603895528230839,1.0,26826
0.0,0.0006283376346395902,2.0,27022
0.0,0.0008659983207354836,4.0,27306
0.0,0.0011149668134748936,0.0,27431
0.0,0.000633904295092499,1.0,27584
0.0,0.0008279510961913075,2.0,27782
0.0,0.0008116091249158253,1.0,27935
0.0,0.0005596433067694307,0.0,28060
0.0,0.00040245088692530094,1.0,28231
0.0,0.00036823542771536276,0.0,28345
0.0,0.0008952322493617733,0.0,28470
0.0,0.0005526544215778509,1.0,28643
0.0,0.0005583400372415781,0.0,28768
0.0,0.0011461673525818548,3.0,29017
0.0,0.0006462697343653943,1.0,29188
0.0,0.0005595430731773377,0.0,29313
0.0,0.0007624121128835461,3.0,29582
0.0,0.0010105565649597612,1.0,29733
0.0,0.0007258674791868193,1.0,29904
0.0,0.0011185546405613422,0.0,30029
0.0,0.0006716765385741989,0.0,30154
0.0,0.0005345675069838762,2.0,30359
0.0,0.000671324289093415,0.0,30484
0.0,0.0006957752469541697,0.0,30605
0.0,0.000891537917777896,0.0,30730
0.0,0.0005481118995527671,3.0,30978
0.0,0.0002305061106794867,0.0,31099
0.0,0.0010031423531472682,0.0,31224
0.0,0.0010407361908849463,1.0,31395
0.0,0.000815416283502772,1.0,31548
0.0,0.0004476291593164206,0.0,31673
0.0,0.0007819058140739798,0.0,31798
0.0,0.0006243190749786621,2.0,32018
0.0,0.0012527640744950037,1.0,32182
0.0,0.0005585762516905864,0.0,32307
